x,y,z,text
1601992278180,0.34,1,None
1601992278200,0.34,1,None
1601992278220,0.37,1,None
1601992278240,0.37,1,None
1601992278260,0.35,1,None
1601992278280,0.35,1,None
1601992278300,0.35,1,None
1601992278321,0.35,1,None
1601992278340,0.35,1,None
1601992278360,0.35,1,None
1601992278381,0.35,1,None
1601992278400,0.35,1,None
1601992278422,0.35,1,None
1601992278440,0.35,1,None
1601992278460,0.35,1,None
1601992278481,0.35,1,None
1601992278500,0.35,1,None
1601992278520,0.35,1,None
1601992278542,0.32,1,None
1601992278562,0.32,1,None
1601992278582,0.32,1,None
1601992278602,0.35,1,None
1601992278622,0.35,1,None
1601992278642,0.37,1,None
1601992278662,0.37,1,None
1601992278682,0.4,1,None
1601992278702,0.42,1,None
1601992278722,0.45,1,None
1601992278743,0.45,1,None
1601992278762,0.48,1,None
1601992278782,0.5,1,None
1601992278802,0.5,1,None
1601992278823,0.5,1,None
1601992278843,0.5,1,None
1601992278862,0.5,1,None
1601992278882,0.5,1,None
1601992278902,0.5,1,None
1601992278922,0.48,1,None
1601992278942,0.45,1,None
1601992278962,0.43,1,None
1601992278982,0.4,1,None
1601992279002,0.35,1,None
1601992279022,0.35,1,None
1601992279042,0.32,1,None
1601992279062,0.32,1,None
1601992279082,0.32,1,None
1601992279102,0.32,1,None
1601992279122,0.32,1,None
1601992279142,0.32,1,None
1601992279162,0.32,1,None
1601992279183,0.32,1,None
1601992279203,0.32,1,None
1601992279249,0.32,1,None
1601992279249,0.35,1,None
1601992279263,0.35,1,None
1601992279282,0.4,1,None
1601992279302,0.37,1,None
1601992279324,0.4,1,None
1601992279343,0.4,1,None
1601992279363,0.39,1,None
1601992279382,0.39,1,None
1601992279402,0.36,1,None
1601992279423,0.39,1,None
1601992279442,0.39,1,None
1601992279462,0.39,1,None
1601992279482,0.36,1,None
1601992279502,0.36,1,None
1601992279522,0.36,1,None
1601992279543,0.36,1,None
1601992279562,0.36,1,None
1601992279582,0.36,1,None
1601992279602,0.39,1,None
1601992279624,0.39,1,None
1601992279642,0.39,1,None
1601992279662,0.4,1,None
1601992279682,0.37,1,None
1601992279703,0.35,1,None
1601992279726,0.35,1,None
1601992279745,0.32,1,None
1601992279765,0.32,1,None
1601992279785,0.32,1,None
1601992279804,0.32,1,None
1601992279825,0.32,1,None
1601992279844,0.32,1,None
1601992279864,0.32,1,None
1601992279884,0.32,1,None
1601992279894,0.29,1,None
1601992279914,0.29,1,None
1601992279934,0.29,1,None
1601992279954,0.31,1,None
1601992279974,0.31,1,None
1601992279994,0.34,1,None
1601992280014,0.34,1,None
1601992280035,0.36,1,None
1601992280054,0.36,1,None
1601992280074,0.36,1,None
1601992280094,0.36,1,None
1601992280114,0.36,1,None
1601992280134,0.36,1,None
1601992280154,0.36,1,None
1601992280174,0.36,1,None
1601992280194,0.34,1,None
1601992280214,0.34,1,None
1601992280234,0.34,1,None
1601992280254,0.34,1,None
1601992280274,0.34,1,None
1601992280294,0.32,1,None
1601992280314,0.29,1,None
1601992280334,0.29,1,None
1601992280354,0.29,1,None
1601992280374,0.29,1,None
1601992280394,0.29,1,None
1601992280414,0.29,1,None
1601992280434,0.29,1,None
1601992280455,0.29,1,None
1601992280474,0.29,1,None
1601992280495,0.29,1,None
1601992280514,0.29,1,None
1601992280534,0.32,1,None
1601992280554,0.35,1,None
1601992280574,0.34,1,None
1601992280594,0.34,1,None
1601992280614,0.36,1,None
1601992280634,0.36,1,None
1601992280654,0.36,1,None
1601992280674,0.36,1,None
1601992280694,0.36,1,None
1601992280714,0.36,1,None
1601992280734,0.39,1,None
1601992280754,0.39,1,None
1601992280774,0.39,1,None
1601992280794,0.39,1,None
1601992280814,0.39,1,None
1601992280834,0.39,1,None
1601992280854,0.39,1,None
1601992280874,0.39,1,None
1601992280894,0.42,1,None
1601992280914,0.42,1,None
1601992280935,0.45,1,None
1601992280955,0.45,1,None
1601992280976,0.45,1,None
1601992280996,0.45,1,None
1601992281017,0.45,1,None
1601992281036,0.45,1,None
1601992281056,0.45,1,None
1601992281076,0.45,1,None
1601992281096,0.39,1,None
1601992281116,0.39,1,None
1601992281136,0.36,1,None
1601992281156,0.34,1,None
1601992281176,0.34,1,None
1601992281196,0.34,1,None
1601992281216,0.31,1,None
1601992281236,0.31,1,None
1601992281256,0.31,1,None
1601992281276,0.28,1,None
1601992281296,0.28,1,None
1601992281316,0.28,1,None
1601992281336,0.28,1,None
1601992281356,0.28,1,None
1601992281376,0.28,1,None
1601992281396,0.28,1,None
1601992281416,0.28,1,None
1601992281436,0.28,1,None
1601992281456,0.28,1,None
1601992281477,0.31,1,None
1601992281496,0.31,1,None
1601992281516,0.31,1,None
1601992281536,0.29,1,None
1601992281556,0.29,1,None
1601992281576,0.32,1,None
1601992281596,0.29,1,None
1601992281616,0.29,1,None
1601992281636,0.29,1,None
1601992281656,0.29,1,None
1601992281676,0.29,1,None
1601992281696,0.29,1,None
1601992281716,0.29,1,None
1601992281736,0.29,1,None
1601992281757,0.29,1,None
1601992281777,0.32,1,None
1601992281797,0.34,1,None
1601992281817,0.34,1,None
1601992281836,0.34,1,None
1601992281856,0.34,1,None
1601992281876,0.34,1,None
1601992281896,0.34,1,None
1601992281916,0.36,1,None
1601992281936,0.36,1,None
1601992281957,0.36,1,None
1601992281976,0.36,1,None
1601992281996,0.34,1,None
1601992282016,0.34,1,None
1601992282036,0.34,1,None
1601992282056,0.34,1,None
1601992282076,0.35,1,None
1601992282096,0.35,1,None
1601992282116,0.35,1,None
1601992282136,0.35,1,None
1601992282158,0.38,1,None
1601992282179,0.35,1,None
1601992282198,0.35,1,None
1601992282218,0.35,1,None
1601992282238,0.38,1,None
1601992282258,0.38,1,None
1601992282278,0.38,1,None
1601992282298,0.38,1,None
1601992282318,0.41,1,None
1601992282338,0.43,1,None
1601992282358,0.46,1,None
1601992282378,0.43,1,None
1601992282398,0.46,1,None
1601992282418,0.45,1,None
1601992282438,0.45,1,None
1601992282448,0.42,1,None
1601992282468,0.36,1,None
1601992282491,0.36,1,None
1601992282508,0.36,1,None
1601992282528,0.36,1,None
1601992282548,0.36,1,None
1601992282568,0.36,1,None
1601992282588,0.33,1,None
1601992282608,0.33,1,None
1601992282628,0.33,1,None
1601992282648,0.33,1,None
1601992282668,0.33,1,None
1601992282688,0.36,1,None
1601992282708,0.36,1,None
1601992282728,0.39,1,None
1601992282748,0.36,1,None
1601992282768,0.36,1,None
1601992282788,0.37,1,None
1601992282808,0.34,1,None
1601992282829,0.34,1,None
1601992282848,0.32,1,None
1601992282869,0.29,1,None
1601992282890,0.29,1,None
1601992282908,0.29,1,None
1601992282928,0.29,1,None
1601992282948,0.29,1,None
1601992282968,0.29,1,None
1601992282990,0.29,1,None
1601992283010,0.29,1,None
1601992283031,0.26,1,None
1601992283048,0.29,1,None
1601992283069,0.29,1,None
1601992283089,0.31,1,None
1601992283108,0.31,1,None
1601992283128,0.34,1,None
1601992283148,0.34,1,None
1601992283168,0.33,1,None
1601992283188,0.33,1,None
1601992283208,0.33,1,None
1601992283228,0.33,1,None
1601992283248,0.33,1,None
1601992283268,0.33,1,None
1601992283288,0.31,1,None
1601992283308,0.34,1,None
1601992283330,0.34,1,None
1601992283350,0.34,1,None
1601992283371,0.34,1,None
1601992283390,0.34,1,None
1601992283410,0.35,1,None
1601992283430,0.38,1,None
1601992283450,0.38,1,None
1601992283471,0.35,1,None
1601992283490,0.35,1,None
1601992283511,0.35,1,None
1601992283530,0.35,1,None
1601992283550,0.35,1,None
1601992283570,0.35,1,None
1601992283590,0.35,1,None
1601992283610,0.35,1,None
1601992283630,0.35,1,None
1601992283650,0.32,1,None
1601992283670,0.35,1,None
1601992283690,0.34,1,None
1601992283710,0.34,1,None
1601992283730,0.34,1,None
1601992283750,0.34,1,None
1601992283770,0.36,1,None
1601992283790,0.36,1,None
1601992283811,0.36,1,None
1601992283830,0.36,1,None
1601992283850,0.36,1,None
1601992283870,0.36,1,None
1601992283890,0.36,1,None
1601992283910,0.36,1,None
1601992283930,0.36,1,None
1601992283950,0.36,1,None
1601992283970,0.36,1,None
1601992283990,0.36,1,None
1601992284010,0.36,1,None
1601992284030,0.39,1,None
1601992284050,0.39,1,None
1601992284070,0.42,1,None
1601992284096,0.42,1,None
1601992284123,0.42,1,None
1601992284132,0.42,1,None
1601992284156,0.4,1,None
1601992284175,0.37,1,None
1601992284198,0.37,1,None
1601992284211,0.37,1,None
1601992284231,0.35,1,None
1601992284250,0.35,1,None
1601992284270,0.35,1,None
1601992284290,0.35,1,None
1601992284311,0.35,1,None
1601992284330,0.35,1,None
1601992284350,0.32,1,None
1601992284370,0.32,1,None
1601992284390,0.29,1,None
1601992284410,0.26,1,None
1601992284430,0.26,1,None
1601992284450,0.28,1,None
1601992284470,0.28,1,None
1601992284490,0.28,1,None
1601992284512,0.31,1,None
1601992284532,0.3,1,None
1601992284552,0.3,1,None
1601992284572,0.3,1,None
1601992284592,0.3,1,None
1601992284612,0.3,1,None
1601992284633,0.3,1,None
1601992284652,0.3,1,None
1601992284672,0.33,1,None
1601992284692,0.33,1,None
1601992284712,0.36,1,None
1601992284732,0.34,1,None
1601992284752,0.36,1,None
1601992284772,0.36,1,None
1601992284792,0.37,1,None
1601992284812,0.37,1,None
1601992284832,0.37,1,None
1601992284852,0.37,1,None
1601992284872,0.34,1,None
1601992284892,0.34,1,None
1601992284912,0.34,1,None
1601992284933,0.34,1,None
1601992284952,0.34,1,None
1601992284972,0.34,1,None
1601992284992,0.34,1,None
1601992285002,0.34,1,None
1601992285022,0.34,1,None
1601992285042,0.34,1,None
1601992285062,0.31,1,None
1601992285082,0.34,1,None
1601992285102,0.31,1,None
1601992285122,0.31,1,None
1601992285142,0.34,1,None
1601992285162,0.31,1,None
1601992285182,0.31,1,None
1601992285202,0.33,1,None
1601992285222,0.33,1,None
1601992285242,0.33,1,None
1601992285262,0.33,1,None
1601992285282,0.33,1,None
1601992285302,0.36,1,None
1601992285322,0.36,1,None
1601992285342,0.39,1,None
1601992285362,0.39,1,None
1601992285382,0.39,1,None
1601992285402,0.37,1,None
1601992285422,0.34,1,None
1601992285442,0.34,1,None
1601992285462,0.34,1,None
1601992285482,0.32,1,None
1601992285502,0.32,1,None
1601992285522,0.32,1,None
1601992285543,0.32,1,None
1601992285562,0.32,1,None
1601992285582,0.32,1,None
1601992285602,0.32,1,None
1601992285622,0.32,1,None
1601992285642,0.31,1,None
1601992285662,0.34,1,None
1601992285682,0.34,1,None
1601992285702,0.33,1,None
1601992285722,0.36,1,None
1601992285742,0.36,1,None
1601992285762,0.33,1,None
1601992285783,0.35,1,None
1601992285804,0.35,1,None
1601992285824,0.35,1,None
1601992285845,0.32,1,None
1601992285864,0.32,1,None
1601992285884,0.32,1,None
1601992285904,0.3,1,None
1601992285924,0.33,1,None
1601992285944,0.33,1,None
1601992285965,0.31,1,None
1601992285984,0.28,1,None
1601992286004,0.28,1,None
1601992286024,0.26,1,None
1601992286044,0.26,1,None
1601992286064,0.26,1,None
1601992286084,0.24,1,None
1601992286104,0.21,1,None
1601992286124,0.21,1,None
1601992286144,0.21,1,None
1601992286164,0.21,1,None
1601992286184,0.21,1,None
1601992286204,0.21,1,None
1601992286224,0.24,1,None
1601992286244,0.24,1,None
1601992286264,0.26,1,None
1601992286284,0.26,1,None
1601992286304,0.26,1,None
1601992286324,0.28,1,None
1601992286344,0.25,1,None
1601992286366,0.25,1,None
1601992286384,0.23,1,None
1601992286404,0.25,1,None
1601992286424,0.25,1,None
1601992286444,0.25,1,None
1601992286464,0.25,1,None
1601992286484,0.25,1,None
1601992286504,0.25,1,None
1601992286524,0.28,1,None
1601992286544,0.28,1,None
1601992286564,0.28,1,None
1601992286584,0.28,1,None
1601992286604,0.31,1,None
1601992286624,0.34,1,None
1601992286644,0.34,1,None
1601992286664,0.36,1,None
1601992286684,0.36,1,None
1601992286704,0.36,1,None
1601992286724,0.37,1,None
1601992286744,0.37,1,None
1601992286764,0.37,1,None
1601992286784,0.34,1,None
1601992286804,0.34,1,None
1601992286824,0.34,1,None
1601992286844,0.34,1,None
1601992286864,0.34,1,None
1601992286884,0.31,1,None
1601992286905,0.28,1,None
1601992286924,0.28,1,None
1601992286944,0.28,1,None
1601992286964,0.28,1,None
1601992286984,0.28,1,None
1601992287004,0.28,1,None
1601992287024,0.28,1,None
1601992287046,0.28,1,None
1601992287066,0.28,1,None
1601992287086,0.28,1,None
1601992287106,0.28,1,None
1601992287126,0.28,1,None
1601992287146,0.28,1,None
1601992287166,0.31,1,None
1601992287186,0.31,1,None
1601992287208,0.31,1,None
1601992287226,0.34,1,None
1601992287246,0.34,1,None
1601992287267,0.34,1,None
1601992287286,0.34,1,None
1601992287306,0.31,1,None
1601992287326,0.31,1,None
1601992287346,0.28,1,None
1601992287366,0.28,1,None
1601992287386,0.28,1,None
1601992287406,0.26,1,None
1601992287426,0.26,1,None
1601992287446,0.26,1,None
1601992287466,0.26,1,None
1601992287486,0.26,1,None
1601992287506,0.26,1,None
1601992287526,0.23,1,None
1601992287546,0.23,1,None
1601992287566,0.23,1,None
1601992287586,0.28,1,None
1601992287606,0.28,1,None
1601992287626,0.31,1,None
1601992287646,0.3,1,None
1601992287666,0.3,1,None
1601992287676,0.33,1,None
1601992287696,0.33,1,None
1601992287716,0.3,1,None
1601992287736,0.3,1,None
1601992287756,0.3,1,None
1601992287776,0.3,1,None
1601992287796,0.33,1,None
1601992287816,0.33,1,None
1601992287836,0.33,1,None
1601992287856,0.36,1,None
1601992287876,0.36,1,None
1601992287896,0.36,1,None
1601992287916,0.34,1,None
1601992287936,0.34,1,None
1601992287956,0.34,1,None
1601992287976,0.34,1,None
1601992287996,0.34,1,None
1601992288016,0.34,1,None
1601992288036,0.31,1,None
1601992288056,0.31,1,None
1601992288076,0.31,1,None
1601992288096,0.31,1,None
1601992288116,0.31,1,None
1601992288136,0.28,1,None
1601992288157,0.28,1,None
1601992288176,0.28,1,None
1601992288196,0.25,1,None
1601992288216,0.25,1,None
1601992288236,0.25,1,None
1601992288256,0.28,1,None
1601992288276,0.31,1,None
1601992288298,0.31,1,None
1601992288318,0.31,1,None
1601992288338,0.33,1,None
1601992288358,0.33,1,None
1601992288378,0.33,1,None
1601992288398,0.36,1,None
1601992288419,0.36,1,None
1601992288438,0.36,1,None
1601992288458,0.36,1,None
1601992288478,0.36,1,None
1601992288498,0.33,1,None
1601992288518,0.34,1,None
1601992288538,0.34,1,None
1601992288558,0.31,1,None
1601992288578,0.31,1,None
1601992288599,0.31,1,None
1601992288618,0.31,1,None
1601992288638,0.31,1,None
1601992288658,0.29,1,None
1601992288678,0.29,1,None
1601992288698,0.29,1,None
1601992288718,0.29,1,None
1601992288738,0.29,1,None
1601992288758,0.29,1,None
1601992288778,0.26,1,None
1601992288798,0.26,1,None
1601992288818,0.23,1,None
1601992288838,0.25,1,None
1601992288858,0.25,1,None
1601992288878,0.23,1,None
1601992288898,0.25,1,None
1601992288918,0.25,1,None
1601992288938,0.25,1,None
1601992288958,0.25,1,None
1601992288978,0.27,1,None
1601992288998,0.27,1,None
1601992289018,0.3,1,None
1601992289038,0.3,1,None
1601992289058,0.3,1,None
1601992289078,0.3,1,None
1601992289098,0.33,1,None
1601992289118,0.33,1,None
1601992289139,0.33,1,None
1601992289158,0.36,1,None
1601992289178,0.36,1,None
1601992289198,0.33,1,None
1601992289218,0.34,1,None
1601992289238,0.34,1,None
1601992289258,0.34,1,None
1601992289278,0.31,1,None
1601992289298,0.31,1,None
1601992289318,0.31,1,None
1601992289338,0.31,1,None
1601992289359,0.31,1,None
1601992289378,0.31,1,None
1601992289399,0.29,1,None
1601992289418,0.29,1,None
1601992289438,0.29,1,None
1601992289458,0.29,1,None
1601992289478,0.29,1,None
1601992289498,0.29,1,None
1601992289518,0.29,1,None
1601992289540,0.29,1,None
1601992289560,0.26,1,None
1601992289580,0.25,1,None
1601992289600,0.28,1,None
1601992289620,0.25,1,None
1601992289640,0.25,1,None
1601992289660,0.25,1,None
1601992289680,0.25,1,None
1601992289700,0.25,1,None
1601992289720,0.27,1,None
1601992289740,0.27,1,None
1601992289760,0.27,1,None
1601992289780,0.27,1,None
1601992289800,0.25,1,None
1601992289820,0.25,1,None
1601992289840,0.22,1,None
1601992289860,0.23,1,None
1601992289880,0.23,1,None
1601992289900,0.23,1,None
1601992289921,0.23,1,None
1601992289940,0.23,1,None
1601992289960,0.26,1,None
1601992289980,0.26,1,None
1601992290000,0.29,1,None
1601992290020,0.29,1,None
1601992290040,0.32,1,None
1601992290060,0.32,1,None
1601992290080,0.32,1,None
1601992290100,0.32,1,None
1601992290120,0.32,1,None
1601992290141,0.32,1,None
1601992290160,0.32,1,None
1601992290180,0.32,1,None
1601992290200,0.32,1,None
1601992290220,0.35,1,None
1601992290240,0.34,1,None
1601992290260,0.34,1,None
1601992290270,0.34,1,None
1601992290290,0.34,1,None
1601992290311,0.34,1,None
1601992290330,0.33,1,None
1601992290350,0.33,1,None
1601992290370,0.33,1,None
1601992290390,0.33,1,None
1601992290410,0.33,1,None
1601992290430,0.33,1,None
1601992290450,0.33,1,None
1601992290471,0.31,1,None
1601992290490,0.28,1,None
1601992290510,0.28,1,None
1601992290530,0.28,1,None
1601992290550,0.26,1,None
1601992290570,0.26,1,None
1601992290590,0.29,1,None
1601992290610,0.29,1,None
1601992290630,0.29,1,None
1601992290650,0.29,1,None
1601992290672,0.29,1,None
1601992290692,0.29,1,None
1601992290712,0.29,1,None
1601992290732,0.29,1,None
1601992290752,0.29,1,None
1601992290773,0.29,1,None
1601992290792,0.31,1,None
1601992290812,0.31,1,None
1601992290832,0.34,1,None
1601992290852,0.34,1,None
1601992290872,0.36,1,None
1601992290892,0.36,1,None
1601992290912,0.36,1,None
1601992290933,0.35,1,None
1601992290952,0.38,1,None
1601992290972,0.38,1,None
1601992290993,0.38,1,None
1601992291012,0.35,1,None
1601992291032,0.35,1,None
1601992291052,0.35,1,None
1601992291072,0.35,1,None
1601992291092,0.32,1,None
1601992291112,0.3,1,None
1601992291132,0.3,1,None
1601992291152,0.3,1,None
1601992291172,0.28,1,None
1601992291192,0.31,1,None
1601992291212,0.28,1,None
1601992291232,0.31,1,None
1601992291252,0.31,1,None
1601992291272,0.31,1,None
1601992291292,0.29,1,None
1601992291312,0.29,1,None
1601992291332,0.26,1,None
1601992291352,0.26,1,None
1601992291372,0.26,1,None
1601992291392,0.26,1,None
1601992291412,0.26,1,None
1601992291432,0.26,1,None
1601992291452,0.26,1,None
1601992291472,0.26,1,None
1601992291492,0.26,1,None
1601992291513,0.26,1,None
1601992291533,0.26,1,None
1601992291552,0.28,1,None
1601992291572,0.28,1,None
1601992291592,0.28,1,None
1601992291612,0.31,1,None
1601992291632,0.3,1,None
1601992291652,0.3,1,None
1601992291672,0.27,1,None
1601992291692,0.27,1,None
1601992291712,0.27,1,None
1601992291732,0.27,1,None
1601992291752,0.27,1,None
1601992291772,0.27,1,None
1601992291792,0.27,1,None
1601992291814,0.27,1,None
1601992291834,0.25,1,None
1601992291854,0.22,1,None
1601992291875,0.22,1,None
1601992291894,0.23,1,None
1601992291914,0.23,1,None
1601992291934,0.25,1,None
1601992291954,0.25,1,None
1601992291974,0.26,1,None
1601992291994,0.26,1,None
1601992292014,0.29,1,None
1601992292034,0.29,1,None
1601992292055,0.29,1,None
1601992292074,0.29,1,None
1601992292095,0.29,1,None
1601992292114,0.29,1,None
1601992292134,0.29,1,None
1601992292154,0.29,1,None
1601992292174,0.29,1,None
1601992292194,0.29,1,None
1601992292214,0.29,1,None
1601992292234,0.29,1,None
1601992292254,0.29,1,None
1601992292275,0.28,1,None
1601992292294,0.28,1,None
1601992292314,0.28,1,None
1601992292334,0.28,1,None
1601992292354,0.28,1,None
1601992292374,0.3,1,None
1601992292394,0.3,1,None
1601992292414,0.3,1,None
1601992292434,0.3,1,None
1601992292454,0.3,1,None
1601992292474,0.3,1,None
1601992292494,0.3,1,None
1601992292514,0.3,1,None
1601992292534,0.3,1,None
1601992292554,0.3,1,None
1601992292574,0.3,1,None
1601992292594,0.33,1,None
1601992292614,0.31,1,None
1601992292634,0.31,1,None
1601992292655,0.31,1,None
1601992292674,0.31,1,None
1601992292694,0.31,1,None
1601992292715,0.31,1,None
1601992292734,0.31,1,None
1601992292754,0.31,1,None
1601992292774,0.31,1,None
1601992292794,0.31,1,None
1601992292804,0.31,1,None
1601992292825,0.31,1,None
1601992292845,0.31,1,None
1601992292864,0.31,1,None
1601992292884,0.28,1,None
1601992292904,0.28,1,None
1601992292926,0.25,1,None
1601992292946,0.22,1,None
1601992292966,0.22,1,None
1601992292986,0.25,1,None
1601992293006,0.22,1,None
1601992293026,0.22,1,None
1601992293046,0.22,1,None
1601992293066,0.22,1,None
1601992293086,0.24,1,None
1601992293106,0.24,1,None
1601992293126,0.24,1,None
1601992293146,0.25,1,None
1601992293166,0.25,1,None
1601992293186,0.28,1,None
1601992293206,0.28,1,None
1601992293226,0.28,1,None
1601992293247,0.31,1,None
1601992293267,0.32,1,None
1601992293286,0.32,1,None
1601992293306,0.32,1,None
1601992293326,0.32,1,None
1601992293346,0.32,1,None
1601992293366,0.32,1,None
1601992293386,0.32,1,None
1601992293406,0.29,1,None
1601992293426,0.29,1,None
1601992293446,0.29,1,None
1601992293466,0.29,1,None
1601992293486,0.26,1,None
1601992293506,0.23,1,None
1601992293526,0.2,1,None
1601992293547,0.2,1,None
1601992293566,0.2,1,None
1601992293586,0.2,1,None
1601992293606,0.17,1,None
1601992293626,0.2,1,None
1601992293646,0.2,1,None
1601992293666,0.22,1,None
1601992293686,0.22,1,None
1601992293706,0.25,1,None
1601992293726,0.25,1,None
1601992293746,0.25,1,None
1601992293766,0.25,1,None
1601992293786,0.25,1,None
1601992293806,0.25,1,None
1601992293826,0.25,1,None
1601992293846,0.25,1,None
1601992293867,0.25,1,None
1601992293886,0.28,1,None
1601992293906,0.28,1,None
1601992293926,0.28,1,None
1601992293946,0.28,1,None
1601992293966,0.31,1,None
1601992293986,0.31,1,None
1601992294006,0.28,1,None
1601992294028,0.28,1,None
1601992294048,0.31,1,None
1601992294068,0.31,1,None
1601992294088,0.28,1,None
1601992294108,0.28,1,None
1601992294128,0.26,1,None
1601992294148,0.26,1,None
1601992294168,0.26,1,None
1601992294188,0.26,1,None
1601992294208,0.23,1,None
1601992294228,0.23,1,None
1601992294248,0.23,1,None
1601992294268,0.23,1,None
1601992294288,0.23,1,None
1601992294309,0.23,1,None
1601992294328,0.23,1,None
1601992294348,0.23,1,None
1601992294368,0.23,1,None
1601992294388,0.25,1,None
1601992294408,0.25,1,None
1601992294428,0.25,1,None
1601992294448,0.22,1,None
1601992294468,0.22,1,None
1601992294488,0.22,1,None
1601992294508,0.22,1,None
1601992294528,0.22,1,None
1601992294548,0.22,1,None
1601992294568,0.22,1,None
1601992294588,0.22,1,None
1601992294608,0.22,1,None
1601992294628,0.25,1,None
1601992294648,0.23,1,None
1601992294668,0.25,1,None
1601992294688,0.25,1,None
1601992294708,0.25,1,None
1601992294728,0.25,1,None
1601992294748,0.25,1,None
1601992294768,0.25,1,None
1601992294788,0.25,1,None
1601992294808,0.25,1,None
1601992294828,0.25,1,None
1601992294848,0.25,1,None
1601992294868,0.25,1,None
1601992294888,0.25,1,None
1601992294908,0.25,1,None
1601992294928,0.25,1,None
1601992294948,0.22,1,None
1601992294968,0.22,1,None
1601992294988,0.22,1,None
1601992295008,0.25,1,None
1601992295028,0.25,1,None
1601992295048,0.25,1,None
1601992295068,0.25,1,None
1601992295088,0.27,1,None
1601992295109,0.27,1,None
1601992295130,0.27,1,None
1601992295150,0.27,1,None
1601992295170,0.27,1,None
1601992295190,0.27,1,None
1601992295210,0.3,1,None
1601992295230,0.3,1,None
1601992295250,0.3,1,None
1601992295270,0.33,1,None
1601992295290,0.31,1,None
1601992295310,0.31,1,None
1601992295330,0.31,1,None
1601992295340,0.31,1,None
1601992295360,0.31,1,None
1601992295380,0.28,1,None
1601992295400,0.28,1,None
1601992295420,0.28,1,None
1601992295440,0.28,1,None
1601992295460,0.28,1,None
1601992295480,0.28,1,None
1601992295501,0.28,1,None
1601992295521,0.28,1,None
1601992295540,0.31,1,None
1601992295560,0.33,1,None
1601992295580,0.33,1,None
1601992295600,0.33,1,None
1601992295620,0.33,1,None
1601992295640,0.35,1,None
1601992295660,0.35,1,None
1601992295680,0.32,1,None
1601992295700,0.32,1,None
1601992295720,0.32,1,None
1601992295740,0.32,1,None
1601992295760,0.32,1,None
1601992295780,0.32,1,None
1601992295800,0.32,1,None
1601992295820,0.35,1,None
1601992295840,0.33,1,None
1601992295860,0.33,1,None
1601992295880,0.36,1,None
1601992295900,0.36,1,None
1601992295920,0.36,1,None
1601992295940,0.34,1,None
1601992295960,0.34,1,None
1601992295981,0.34,1,None
1601992296000,0.31,1,None
1601992296020,0.29,1,None
1601992296040,0.29,1,None
1601992296061,0.29,1,None
1601992296080,0.29,1,None
1601992296100,0.29,1,None
1601992296120,0.29,1,None
1601992296140,0.29,1,None
1601992296160,0.29,1,None
1601992296180,0.28,1,None
1601992296200,0.28,1,None
1601992296223,0.25,1,None
1601992296242,0.28,1,None
1601992296262,0.27,1,None
1601992296282,0.24,1,None
1601992296302,0.24,1,None
1601992296322,0.27,1,None
1601992296342,0.27,1,None
1601992296362,0.27,1,None
1601992296382,0.27,1,None
1601992296402,0.27,1,None
1601992296422,0.27,1,None
1601992296442,0.33,1,None
1601992296462,0.36,1,None
1601992296482,0.33,1,None
1601992296502,0.34,1,None
1601992296522,0.36,1,None
1601992296542,0.34,1,None
1601992296563,0.37,1,None
1601992296582,0.34,1,None
1601992296602,0.32,1,None
1601992296622,0.32,1,None
1601992296642,0.32,1,None
1601992296662,0.32,1,None
1601992296687,0.32,1,None
1601992296781,0.32,1,None
1601992296781,0.32,1,None
1601992296781,0.32,1,None
1601992296797,0.32,1,None
1601992296797,0.32,1,None
1601992296802,0.29,1,None
1601992296822,0.26,1,None
1601992296842,0.29,1,None
1601992296862,0.28,1,None
1601992296882,0.28,1,None
1601992296902,0.28,1,None
1601992296922,0.31,1,None
1601992296942,0.33,1,None
1601992296962,0.33,1,None
1601992296982,0.33,1,None
1601992297002,0.33,1,None
1601992297022,0.33,1,None
1601992297042,0.33,1,None
1601992297063,0.33,1,None
1601992297082,0.33,1,None
1601992297102,0.33,1,None
1601992297122,0.33,1,None
1601992297142,0.33,1,None
1601992297162,0.33,1,None
1601992297182,0.33,1,None
1601992297202,0.36,1,None
1601992297222,0.36,1,None
1601992297242,0.36,1,None
1601992297262,0.36,1,None
1601992297282,0.36,1,None
1601992297302,0.36,1,None
1601992297322,0.37,1,None
1601992297342,0.34,1,None
1601992297362,0.34,1,None
1601992297384,0.34,1,None
1601992297404,0.34,1,None
1601992297424,0.34,1,None
1601992297444,0.34,1,None
1601992297464,0.34,1,None
1601992297484,0.34,1,None
1601992297504,0.31,1,None
1601992297524,0.31,1,None
1601992297544,0.28,1,None
1601992297564,0.28,1,None
1601992297584,0.28,1,None
1601992297604,0.28,1,None
1601992297624,0.28,1,None
1601992297644,0.27,1,None
1601992297664,0.27,1,None
1601992297684,0.3,1,None
1601992297704,0.3,1,None
1601992297724,0.3,1,None
1601992297745,0.32,1,None
1601992297764,0.32,1,None
1601992297784,0.32,1,None
1601992297805,0.32,1,None
1601992297825,0.32,1,None
1601992297844,0.32,1,None
1601992297864,0.32,1,None
1601992297884,0.33,1,None
1601992297894,0.3,1,None
1601992297914,0.28,1,None
1601992297934,0.28,1,None
1601992297954,0.25,1,None
1601992297974,0.28,1,None
1601992297994,0.26,1,None
1601992298014,0.23,1,None
1601992298034,0.26,1,None
1601992298054,0.26,1,None
1601992298074,0.26,1,None
1601992298094,0.26,1,None
