x,y,z,text
1601991790645,2.08,1,None
1601991790664,2.46,1,None
1601991790685,2.88,1,None
1601991790704,3.42,1,None
1601991790724,4.02,1,None
1601991790744,4.77,1,None
1601991790765,5.55,1,None
1601991790784,6.42,1,None
1601991790804,7.4,1,None
1601991790825,8.59,1,None
1601991790844,10,1,None
1601991790864,11.45,1,None
1601991790884,12.92,1,None
1601991790904,14.39,1,None
1601991790925,15.77,1,None
1601991790944,17.39,1,None
1601991790964,18.81,1,None
1601991790984,20.07,1,None
1601991791005,21.27,1,None
1601991791024,22.22,1,None
1601991791044,23.09,1,None
1601991791054,24.01,1,None
1601991791074,24.83,1,None
1601991791094,25.59,1,None
1601991791115,26.2,1,None
1601991791134,26.75,1,None
1601991791154,27.24,1,None
1601991791176,27.65,1,None
1601991791198,28,1,None
1601991791216,28.34,1,None
1601991791236,28.69,1,None
1601991791256,28.91,1,None
1601991791276,29.06,1,None
1601991791296,29.34,1,None
1601991791316,29.5,1,None
1601991791336,29.65,1,None
1601991791356,29.86,1,None
1601991791377,30.01,1,None
1601991791396,30.29,1,None
1601991791416,30.43,1,None
1601991791436,30.45,1,None
1601991791456,30.45,1,None
1601991791476,30.24,1,None
1601991791497,29.75,1,None
1601991791516,29.06,1,None
1601991791536,28.09,1,None
1601991791556,26.91,1,None
1601991791576,25.47,1,None
1601991791597,23.76,1,None
1601991791616,22.25,1,None
1601991791636,20.69,1,None
1601991791656,19.04,1,None
1601991791676,17.28,1,None
1601991791696,15.58,1,None
1601991791716,14.25,1,None
1601991791736,12.85,1,None
1601991791757,11.6,1,None
1601991791776,10.34,1,None
1601991791796,9.14,1,None
1601991791816,8.08,1,None
1601991791836,7.35,1,None
1601991791856,6.62,1,None
1601991791876,6.07,1,None
1601991791896,5.53,1,None
1601991791916,5.08,1,None
1601991791936,4.69,1,None
1601991791956,4.36,1,None
1601991791976,4.03,1,None
1601991791996,3.73,1,None
1601991792017,3.5,1,None
1601991792036,3.29,1,None
1601991792056,3.08,1,None
1601991792076,2.91,1,None
1601991792096,2.73,1,None
1601991792116,2.61,1,None
1601991792136,2.5,1,None
1601991792156,2.38,1,None
1601991792176,2.26,1,None
1601991792196,2.18,1,None
1601991792216,2.09,1,None
1601991792236,2,1,None
1601991792256,1.91,1,None
1601991792276,1.82,1,None
1601991792296,1.73,1,None
1601991792316,1.73,1,None
1601991792338,1.67,1,None
1601991792358,1.61,1,None
1601991792378,1.6,1,None
1601991792399,1.55,1,None
1601991792418,1.52,1,None
1601991792438,1.51,1,None
1601991792458,1.48,1,None
1601991792478,1.48,1,None
1601991792498,1.44,1,None
1601991792518,1.44,1,None
1601991792538,1.44,1,None
1601991792558,1.47,1,None
1601991792578,1.5,1,None
1601991792598,1.68,1,None
1601991792618,1.91,1,None
1601991792638,2.33,1,None
1601991792659,2.83,1,None
1601991792679,3.48,1,None
1601991792698,4.29,1,None
1601991792718,5.17,1,None
1601991792738,6.16,1,None
1601991792758,7.2,1,None
1601991792778,8.42,1,None
1601991792799,9.69,1,None
1601991792818,11.2,1,None
1601991792838,12.59,1,None
1601991792859,13.89,1,None
1601991792880,15.16,1,None
1601991792899,16.61,1,None
1601991792918,17.98,1,None
1601991792938,19.29,1,None
1601991792958,20.39,1,None
1601991792979,21.39,1,None
1601991792998,22.27,1,None
1601991793018,23.05,1,None
1601991793038,23.7,1,None
1601991793058,24.51,1,None
1601991793078,25.18,1,None
1601991793099,25.66,1,None
1601991793118,26.18,1,None
1601991793138,26.59,1,None
1601991793158,26.94,1,None
1601991793178,27.34,1,None
1601991793198,27.68,1,None
1601991793219,27.96,1,None
1601991793239,28.16,1,None
1601991793258,28.37,1,None
1601991793278,28.58,1,None
1601991793298,28.86,1,None
1601991793318,29,1,None
1601991793339,29.15,1,None
1601991793358,29.29,1,None
1601991793378,29.37,1,None
1601991793398,29.46,1,None
1601991793418,29.53,1,None
1601991793438,29.61,1,None
1601991793458,29.7,1,None
1601991793478,29.84,1,None
1601991793498,29.85,1,None
1601991793509,29.99,1,None
1601991793530,30.06,1,None
1601991793550,30.06,1,None
1601991793570,30.06,1,None
1601991793591,29.92,1,None
1601991793611,29.71,1,None
1601991793630,29.3,1,None
1601991793651,28.81,1,None
1601991793671,28.17,1,None
1601991793690,27.34,1,None
1601991793711,26.5,1,None
1601991793730,25.38,1,None
1601991793750,24.07,1,None
1601991793770,22.66,1,None
1601991793790,21.26,1,None
1601991793810,19.76,1,None
1601991793830,18.01,1,None
1601991793850,16.31,1,None
1601991793870,14.72,1,None
1601991793890,13.33,1,None
1601991793910,12.03,1,None
1601991793930,10.79,1,None
1601991793951,9.67,1,None
1601991793970,8.55,1,None
1601991793990,7.61,1,None
1601991794010,6.95,1,None
1601991794031,6.35,1,None
1601991794050,5.81,1,None
1601991794070,5.32,1,None
1601991794090,4.85,1,None
1601991794111,4.49,1,None
1601991794130,4.13,1,None
1601991794150,3.84,1,None
1601991794171,3.57,1,None
1601991794190,3.33,1,None
1601991794210,3.15,1,None
1601991794230,2.94,1,None
1601991794251,2.8,1,None
1601991794270,2.65,1,None
1601991794290,2.5,1,None
1601991794310,2.38,1,None
1601991794330,2.29,1,None
1601991794350,2.18,1,None
1601991794371,2.06,1,None
1601991794390,1.97,1,None
1601991794410,1.88,1,None
1601991794430,1.79,1,None
1601991794450,1.76,1,None
1601991794470,1.7,1,None
1601991794491,1.7,1,None
1601991794512,1.64,1,None
1601991794530,1.61,1,None
1601991794550,1.58,1,None
1601991794570,1.64,1,None
1601991794590,1.7,1,None
1601991794610,1.78,1,None
1601991794630,1.93,1,None
1601991794650,2.14,1,None
1601991794670,2.37,1,None
1601991794693,2.67,1,None
1601991794712,3.09,1,None
1601991794732,3.57,1,None
1601991794752,4.16,1,None
1601991794772,4.86,1,None
1601991794792,5.73,1,None
1601991794813,6.67,1,None
1601991794832,7.73,1,None
1601991794853,9.17,1,None
1601991794872,10.74,1,None
1601991794892,12.29,1,None
1601991794912,13.71,1,None
1601991794932,15.11,1,None
1601991794953,16.58,1,None
1601991794973,18,1,None
1601991794993,19.31,1,None
1601991795012,20.41,1,None
1601991795032,21.45,1,None
1601991795053,22.38,1,None
1601991795072,23.16,1,None
1601991795093,24.04,1,None
1601991795113,24.85,1,None
1601991795132,25.53,1,None
1601991795152,26.15,1,None
1601991795172,26.7,1,None
1601991795192,27.18,1,None
1601991795213,27.6,1,None
1601991795232,27.89,1,None
1601991795252,28.18,1,None
1601991795272,28.47,1,None
1601991795292,28.69,1,None
1601991795312,28.85,1,None
1601991795332,29.06,1,None
1601991795352,29.26,1,None
1601991795372,29.35,1,None
1601991795392,29.56,1,None
1601991795412,29.63,1,None
1601991795432,29.77,1,None
1601991795452,29.91,1,None
1601991795473,29.97,1,None
1601991795492,30.11,1,None
1601991795512,30.18,1,None
1601991795532,30.24,1,None
1601991795552,30.29,1,None
1601991795572,30.29,1,None
1601991795592,30.35,1,None
1601991795612,30.4,1,None
1601991795632,30.33,1,None
1601991795652,30.19,1,None
1601991795672,29.98,1,None
1601991795692,29.83,1,None
1601991795712,29.41,1,None
1601991795732,28.79,1,None
1601991795752,27.96,1,None
1601991795772,26.78,1,None
1601991795792,25.34,1,None
1601991795813,23.7,1,None
1601991795835,22.05,1,None
1601991795855,20.39,1,None
1601991795874,18.58,1,None
1601991795894,16.83,1,None
1601991795915,15.18,1,None
1601991795934,13.78,1,None
1601991795945,12.57,1,None
1601991795964,11.27,1,None
1601991795984,10.11,1,None
1601991796005,8.99,1,None
1601991796024,8.01,1,None
1601991796044,7.23,1,None
1601991796064,6.57,1,None
1601991796084,5.99,1,None
1601991796104,5.48,1,None
1601991796125,5,1,None
1601991796144,4.58,1,None
1601991796164,4.25,1,None
1601991796184,3.92,1,None
1601991796204,3.65,1,None
1601991796225,3.4,1,None
1601991796244,3.2,1,None
1601991796264,3.01,1,None
1601991796284,2.84,1,None
1601991796305,2.71,1,None
1601991796325,2.59,1,None
1601991796344,2.48,1,None
1601991796365,2.36,1,None
1601991796384,2.27,1,None
1601991796404,2.18,1,None
1601991796424,2.12,1,None
1601991796444,2.07,1,None
1601991796464,2.01,1,None
1601991796486,1.95,1,None
1601991796504,1.87,1,None
1601991796524,1.78,1,None
1601991796544,1.73,1,None
1601991796564,1.7,1,None
1601991796584,1.67,1,None
1601991796604,1.62,1,None
1601991796624,1.59,1,None
1601991796644,1.59,1,None
1601991796664,1.56,1,None
1601991796684,1.53,1,None
1601991796704,1.53,1,None
1601991796724,1.5,1,None
1601991796744,1.53,1,None
1601991796764,1.55,1,None
1601991796784,1.61,1,None
1601991796805,1.69,1,None
1601991796824,1.84,1,None
1601991796844,2.07,1,None
1601991796864,2.42,1,None
1601991796884,2.92,1,None
1601991796904,3.51,1,None
1601991796924,4.26,1,None
1601991796944,5.13,1,None
1601991796964,6.12,1,None
1601991796984,7.18,1,None
1601991797006,8.43,1,None
1601991797029,9.75,1,None
1601991797046,11.3,1,None
1601991797067,12.73,1,None
1601991797086,14.12,1,None
1601991797106,15.4,1,None
1601991797126,16.96,1,None
1601991797146,18.44,1,None
1601991797167,19.82,1,None
1601991797186,21.04,1,None
1601991797206,22.15,1,None
1601991797226,23.09,1,None
1601991797246,24.03,1,None
1601991797266,24.92,1,None
1601991797286,25.67,1,None
1601991797306,26.29,1,None
1601991797326,26.91,1,None
1601991797346,27.4,1,None
1601991797366,27.81,1,None
1601991797386,28.16,1,None
1601991797406,28.5,1,None
1601991797427,28.83,1,None
1601991797446,29.04,1,None
1601991797466,29.25,1,None
1601991797486,29.58,1,None
1601991797506,29.79,1,None
1601991797527,30,1,None
1601991797546,30.14,1,None
1601991797566,30.14,1,None
1601991797586,30.14,1,None
1601991797606,30,1,None
1601991797627,29.72,1,None
1601991797646,29.3,1,None
1601991797666,28.8,1,None
1601991797687,28.11,1,None
1601991797706,27.21,1,None
1601991797726,26.11,1,None
1601991797746,24.88,1,None
1601991797766,23.3,1,None
1601991797786,21.84,1,None
1601991797806,20.29,1,None
1601991797827,18.54,1,None
1601991797846,16.79,1,None
1601991797866,15.02,1,None
1601991797887,13.59,1,None
1601991797906,12.25,1,None
1601991797926,10.91,1,None
1601991797946,9.75,1,None
1601991797966,8.76,1,None
1601991797987,7.61,1,None
1601991798006,6.94,1,None
1601991798026,6.33,1,None
1601991798046,5.76,1,None
1601991798066,5.22,1,None
1601991798086,4.79,1,None
1601991798106,4.4,1,None
1601991798126,4.01,1,None
1601991798146,3.71,1,None
1601991798168,3.41,1,None
1601991798188,3.2,1,None
1601991798208,2.99,1,None
1601991798228,2.78,1,None
1601991798248,2.63,1,None
1601991798270,2.48,1,None
1601991798288,2.33,1,None
1601991798308,2.27,1,None
1601991798328,2.18,1,None
1601991798340,2.09,1,None
1601991798368,2.03,1,None
1601991798388,2,1,None
1601991798409,1.95,1,None
1601991798418,1.84,1,None
1601991798438,1.81,1,None
1601991798458,1.78,1,None
1601991798478,1.69,1,None
1601991798498,1.67,1,None
1601991798518,1.64,1,None
1601991798539,1.58,1,None
1601991798559,1.55,1,None
1601991798578,1.52,1,None
1601991798598,1.47,1,None
1601991798618,1.41,1,None
1601991798639,1.38,1,None
1601991798659,1.38,1,None
1601991798678,1.41,1,None
1601991798698,1.47,1,None
1601991798718,1.56,1,None
1601991798739,1.73,1,None
1601991798759,1.97,1,None
1601991798778,2.26,1,None
1601991798798,2.7,1,None
1601991798818,3.18,1,None
1601991798838,3.79,1,None
1601991798859,4.48,1,None
1601991798878,5.17,1,None
1601991798898,6.18,1,None
1601991798918,7.21,1,None
1601991798938,8.42,1,None
1601991798958,9.95,1,None
1601991798978,11.56,1,None
1601991798998,13.07,1,None
1601991799018,14.62,1,None
1601991799038,16.12,1,None
1601991799059,17.75,1,None
1601991799078,19.18,1,None
1601991799099,20.46,1,None
1601991799118,21.62,1,None
1601991799138,22.57,1,None
1601991799159,23.46,1,None
1601991799179,24.3,1,None
1601991799198,25,1,None
1601991799218,25.82,1,None
1601991799238,26.33,1,None
1601991799258,26.88,1,None
1601991799279,27.31,1,None
1601991799300,27.53,1,None
1601991799320,27.88,1,None
1601991799341,28.16,1,None
1601991799360,28.31,1,None
1601991799380,28.59,1,None
1601991799400,28.79,1,None
1601991799420,29,1,None
1601991799441,29.14,1,None
1601991799460,29.35,1,None
1601991799480,29.49,1,None
1601991799500,29.63,1,None
1601991799520,29.77,1,None
1601991799540,29.89,1,None
1601991799561,29.94,1,None
1601991799580,29.8,1,None
1601991799601,29.64,1,None
1601991799621,29.22,1,None
1601991799640,28.6,1,None
1601991799660,27.82,1,None
1601991799680,26.85,1,None
1601991799700,25.68,1,None
1601991799720,24.31,1,None
1601991799741,23.1,1,None
1601991799760,21.5,1,None
1601991799780,20.01,1,None
1601991799800,18.47,1,None
1601991799820,16.72,1,None
1601991799841,15.13,1,None
1601991799860,13.74,1,None
1601991799880,12.4,1,None
1601991799901,11.19,1,None
1601991799921,9.94,1,None
1601991799940,8.87,1,None
1601991799960,7.84,1,None
1601991799980,7.09,1,None
1601991800001,6.48,1,None
1601991800020,5.91,1,None
1601991800041,5.42,1,None
1601991800060,4.94,1,None
1601991800080,4.52,1,None
1601991800100,4.16,1,None
1601991800120,3.84,1,None
1601991800141,3.54,1,None
1601991800160,3.35,1,None
1601991800180,3.11,1,None
1601991800200,2.96,1,None
1601991800221,2.78,1,None
1601991800241,2.66,1,None
1601991800260,2.51,1,None
1601991800280,2.39,1,None
1601991800300,2.3,1,None
1601991800321,2.21,1,None
1601991800340,2.12,1,None
1601991800360,2.06,1,None
1601991800380,2.03,1,None
1601991800400,1.97,1,None
1601991800420,1.91,1,None
1601991800442,1.83,1,None
1601991800462,1.8,1,None
1601991800482,1.71,1,None
1601991800502,1.68,1,None
1601991800522,1.66,1,None
1601991800542,1.63,1,None
1601991800562,1.57,1,None
1601991800582,1.52,1,None
1601991800602,1.46,1,None
1601991800622,1.44,1,None
1601991800642,1.38,1,None
1601991800662,1.38,1,None
1601991800682,1.44,1,None
1601991800703,1.53,1,None
1601991800722,1.7,1,None
1601991800742,2,1,None
1601991800762,2.41,1,None
1601991800782,2.94,1,None
1601991800803,3.6,1,None
1601991800824,4.37,1,None
1601991800842,5.18,1,None
1601991800862,6.16,1,None
1601991800882,7.16,1,None
1601991800902,8.32,1,None
1601991800913,9.59,1,None
1601991800933,11.17,1,None
1601991800952,12.58,1,None
1601991800972,14.01,1,None
1601991800992,15.36,1,None
1601991801012,17.07,1,None
1601991801033,18.55,1,None
1601991801054,19.97,1,None
1601991801072,21.24,1,None
1601991801092,22.29,1,None
1601991801112,23.25,1,None
1601991801132,24.15,1,None
1601991801152,25.04,1,None
1601991801172,25.74,1,None
1601991801192,26.3,1,None
1601991801212,26.85,1,None
1601991801232,27.28,1,None
1601991801253,27.7,1,None
1601991801273,28.06,1,None
1601991801292,28.33,1,None
1601991801312,28.54,1,None
1601991801332,28.75,1,None
1601991801352,28.96,1,None
1601991801372,29.16,1,None
1601991801392,29.23,1,None
1601991801412,29.37,1,None
1601991801432,29.51,1,None
1601991801453,29.7,1,None
1601991801472,29.83,1,None
1601991801492,30.02,1,None
1601991801512,30.09,1,None
1601991801534,30.14,1,None
1601991801555,30.2,1,None
1601991801574,30.13,1,None
1601991801594,29.85,1,None
1601991801614,29.43,1,None
1601991801635,28.88,1,None
1601991801654,28.19,1,None
1601991801675,27.29,1,None
1601991801694,26.26,1,None
1601991801714,25.02,1,None
1601991801735,23.66,1,None
1601991801755,22.24,1,None
1601991801774,20.76,1,None
1601991801794,19.22,1,None
1601991801814,17.48,1,None
1601991801834,15.79,1,None
1601991801854,14.29,1,None
1601991801874,13.15,1,None
1601991801894,11.69,1,None
1601991801914,10.44,1,None
1601991801935,9.32,1,None
1601991801954,8.25,1,None
1601991801974,7.39,1,None
1601991801994,6.75,1,None
1601991802014,6.17,1,None
1601991802034,5.72,1,None
1601991802055,5.15,1,None
1601991802075,4.73,1,None
1601991802095,4.37,1,None
1601991802114,4.04,1,None
1601991802134,3.74,1,None
1601991802154,3.47,1,None
1601991802174,3.23,1,None
1601991802194,3.02,1,None
1601991802214,2.84,1,None
1601991802234,2.69,1,None
1601991802254,2.54,1,None
1601991802274,2.4,1,None
1601991802294,2.3,1,None
1601991802315,2.21,1,None
1601991802334,2.13,1,None
1601991802354,2.01,1,None
1601991802374,1.95,1,None
1601991802394,1.89,1,None
1601991802416,1.83,1,None
1601991802434,1.8,1,None
1601991802454,1.74,1,None
1601991802474,1.71,1,None
1601991802495,1.68,1,None
1601991802514,1.66,1,None
1601991802534,1.63,1,None
1601991802554,1.63,1,None
1601991802574,1.6,1,None
1601991802594,1.57,1,None
1601991802615,1.57,1,None
1601991802634,1.55,1,None
1601991802657,1.52,1,None
1601991802676,1.49,1,None
1601991802696,1.49,1,None
1601991802716,1.46,1,None
1601991802736,1.41,1,None
1601991802757,1.41,1,None
1601991802776,1.41,1,None
1601991802797,1.44,1,None
1601991802816,1.49,1,None
1601991802836,1.64,1,None
1601991802856,1.85,1,None
1601991802876,2.17,1,None
1601991802896,2.56,1,None
1601991802916,3.08,1,None
1601991802936,3.68,1,None
1601991802956,4.39,1,None
1601991802976,5.22,1,None
1601991802996,6.03,1,None
1601991803016,6.85,1,None
1601991803038,7.98,1,None
1601991803057,9.38,1,None
1601991803076,10.83,1,None
1601991803096,12.28,1,None
1601991803116,13.72,1,None
1601991803137,15.03,1,None
1601991803157,16.55,1,None
1601991803176,18.1,1,None
1601991803196,19.42,1,None
1601991803216,20.69,1,None
1601991803236,21.75,1,None
1601991803256,22.69,1,None
1601991803277,23.67,1,None
1601991803296,24.51,1,None
1601991803317,25.33,1,None
1601991803336,26.02,1,None
1601991803346,26.57,1,None
1601991803367,27.12,1,None
1601991803386,27.53,1,None
1601991803406,27.93,1,None
1601991803426,28.28,1,None
1601991803446,28.56,1,None
1601991803466,28.89,1,None
1601991803486,29.1,1,None
1601991803506,29.3,1,None
1601991803526,29.5,1,None
1601991803546,29.69,1,None
1601991803566,29.76,1,None
1601991803586,29.95,1,None
1601991803606,30.09,1,None
1601991803626,30.16,1,None
1601991803646,30.35,1,None
1601991803667,30.42,1,None
1601991803686,30.49,1,None
1601991803707,30.63,1,None
1601991803728,30.72,1,None
1601991803748,30.73,1,None
1601991803768,30.73,1,None
1601991803788,30.62,1,None
1601991803809,30.62,1,None
1601991803828,30.55,1,None
1601991803848,30.36,1,None
1601991803868,30.03,1,None
1601991803888,29.68,1,None
1601991803908,29.2,1,None
1601991803928,28.57,1,None
1601991803948,27.67,1,None
1601991803969,26.57,1,None
1601991803988,25.26,1,None
1601991804008,23.69,1,None
1601991804028,22.15,1,None
1601991804048,20.44,1,None
1601991804068,18.72,1,None
1601991804090,17.13,1,None
1601991804108,15.11,1,None
1601991804129,13.75,1,None
1601991804148,12.36,1,None
1601991804168,11.1,1,None
1601991804188,9.89,1,None
1601991804208,8.82,1,None
1601991804228,7.82,1,None
1601991804248,7.09,1,None
1601991804269,6.46,1,None
1601991804288,5.94,1,None
1601991804309,5.4,1,None
1601991804328,4.98,1,None
1601991804348,4.56,1,None
1601991804368,4.26,1,None
1601991804388,3.9,1,None
1601991804408,3.66,1,None
1601991804429,3.42,1,None
1601991804448,3.22,1,None
1601991804468,3.01,1,None
1601991804488,2.89,1,None
1601991804508,2.75,1,None
1601991804528,2.63,1,None
1601991804549,2.51,1,None
1601991804568,2.4,1,None
1601991804588,2.31,1,None
1601991804608,2.22,1,None
1601991804628,2.13,1,None
1601991804648,2.08,1,None
1601991804668,2.02,1,None
1601991804688,1.96,1,None
1601991804708,1.9,1,None
1601991804728,1.87,1,None
1601991804748,1.81,1,None
1601991804768,1.78,1,None
1601991804788,1.72,1,None
1601991804808,1.66,1,None
1601991804831,1.63,1,None
1601991804850,1.57,1,None
1601991804870,1.55,1,None
1601991804890,1.49,1,None
1601991804910,1.45,1,None
1601991804930,1.42,1,None
1601991804950,1.37,1,None
1601991804971,1.36,1,None
1601991804990,1.3,1,None
1601991805010,1.33,1,None
1601991805030,1.35,1,None
1601991805051,1.38,1,None
1601991805071,1.47,1,None
1601991805090,1.56,1,None
1601991805110,1.77,1,None
1601991805130,2,1,None
1601991805150,2.3,1,None
1601991805170,2.65,1,None
1601991805190,3.07,1,None
1601991805210,3.61,1,None
1601991805230,4.24,1,None
1601991805250,4.99,1,None
1601991805270,5.78,1,None
1601991805290,6.9,1,None
1601991805310,8.05,1,None
1601991805330,9.58,1,None
1601991805350,11.13,1,None
1601991805370,12.71,1,None
1601991805390,14.14,1,None
1601991805411,15.52,1,None
1601991805430,17.05,1,None
1601991805450,18.47,1,None
1601991805471,19.73,1,None
1601991805490,20.78,1,None
1601991805510,21.72,1,None
1601991805530,22.49,1,None
1601991805550,23.22,1,None
1601991805570,24.04,1,None
1601991805590,24.71,1,None
1601991805610,25.33,1,None
1601991805630,25.87,1,None
1601991805650,26.33,1,None
1601991805670,26.75,1,None
1601991805690,27.02,1,None
1601991805710,27.35,1,None
1601991805731,27.56,1,None
1601991805750,27.77,1,None
1601991805761,28.04,1,None
1601991805780,28.25,1,None
1601991805800,28.46,1,None
1601991805820,28.6,1,None
1601991805841,28.73,1,None
1601991805860,28.94,1,None
1601991805880,29.08,1,None
1601991805900,29.16,1,None
1601991805921,29.32,1,None
1601991805942,29.46,1,None
1601991805963,29.54,1,None
1601991805982,29.63,1,None
1601991806002,29.77,1,None
1601991806023,29.85,1,None
1601991806042,29.85,1,None
1601991806062,29.85,1,None
1601991806082,29.85,1,None
1601991806103,29.78,1,None
1601991806122,29.64,1,None
1601991806142,29.49,1,None
1601991806162,29.14,1,None
1601991806182,28.71,1,None
1601991806202,28,1,None
1601991806222,27.16,1,None
1601991806242,25.9,1,None
1601991806262,24.45,1,None
1601991806282,22.87,1,None
1601991806302,21.21,1,None
1601991806322,19.5,1,None
1601991806342,17.68,1,None
1601991806362,15.88,1,None
1601991806382,14.43,1,None
1601991806403,13.05,1,None
1601991806422,11.83,1,None
1601991806442,10.54,1,None
1601991806462,9.43,1,None
1601991806482,8.4,1,None
1601991806502,7.49,1,None
1601991806522,6.86,1,None
1601991806542,6.25,1,None
1601991806563,5.71,1,None
1601991806582,5.26,1,None
1601991806602,4.84,1,None
1601991806622,4.51,1,None
1601991806642,4.09,1,None
1601991806662,3.8,1,None
1601991806682,3.56,1,None
1601991806702,3.3,1,None
1601991806722,3.09,1,None
1601991806742,2.91,1,None
1601991806762,2.77,1,None
1601991806783,2.59,1,None
1601991806802,2.47,1,None
1601991806822,2.36,1,None
1601991806843,2.24,1,None
1601991806862,2.15,1,None
1601991806882,2.06,1,None
1601991806902,2,1,None
1601991806922,1.91,1,None
1601991806942,1.82,1,None
1601991806963,1.81,1,None
1601991806982,1.75,1,None
1601991807003,1.72,1,None
1601991807022,1.71,1,None
1601991807042,1.66,1,None
1601991807062,1.63,1,None
1601991807082,1.59,1,None
1601991807102,1.56,1,None
1601991807122,1.56,1,None
1601991807142,1.56,1,None
1601991807164,1.6,1,None
1601991807184,1.74,1,None
1601991807204,1.95,1,None
1601991807224,2.28,1,None
1601991807244,2.78,1,None
1601991807265,3.41,1,None
1601991807284,4.13,1,None
1601991807304,5.02,1,None
1601991807324,5.84,1,None
1601991807344,6.99,1,None
1601991807364,8.12,1,None
1601991807384,9.52,1,None
1601991807404,10.93,1,None
1601991807424,12.31,1,None
1601991807444,13.65,1,None
1601991807464,14.96,1,None
1601991807484,16.33,1,None
1601991807504,17.8,1,None
1601991807524,19.17,1,None
1601991807545,20.38,1,None
1601991807564,21.48,1,None
1601991807584,22.37,1,None
1601991807604,23.21,1,None
1601991807624,24.03,1,None
1601991807644,24.71,1,None
1601991807664,25.39,1,None
1601991807684,25.94,1,None
1601991807704,26.43,1,None
1601991807724,26.84,1,None
1601991807744,27.18,1,None
1601991807764,27.53,1,None
1601991807784,27.87,1,None
1601991807804,28.08,1,None
1601991807824,28.36,1,None
1601991807844,28.46,1,None
1601991807865,28.68,1,None
1601991807884,28.82,1,None
1601991807904,28.9,1,None
1601991807924,28.99,1,None
1601991807944,29.06,1,None
1601991807965,29.2,1,None
1601991807984,29.26,1,None
1601991808004,29.4,1,None
1601991808024,29.54,1,None
1601991808045,29.61,1,None
1601991808064,29.75,1,None
1601991808084,29.87,1,None
1601991808104,29.94,1,None
1601991808124,30,1,None
1601991808144,30.05,1,None
1601991808164,30.11,1,None
1601991808184,30.04,1,None
1601991808204,29.95,1,None
1601991808224,29.67,1,None
1601991808244,29.33,1,None
1601991808265,28.91,1,None
1601991808284,28.29,1,None
1601991808294,27.6,1,None
1601991808314,26.7,1,None
1601991808335,25.6,1,None
1601991808359,24.23,1,None
1601991808376,22.76,1,None
1601991808396,21.32,1,None
1601991808416,19.72,1,None
1601991808436,17.97,1,None
1601991808456,16.5,1,None
1601991808476,14.7,1,None
1601991808496,13.31,1,None
1601991808516,12.01,1,None
1601991808536,10.77,1,None
1601991808556,9.61,1,None
1601991808576,8.57,1,None
1601991808596,7.62,1,None
1601991808617,6.96,1,None
1601991808636,6.33,1,None
1601991808656,5.76,1,None
1601991808676,5.31,1,None
1601991808696,4.86,1,None
1601991808716,4.5,1,None
1601991808736,4.2,1,None
1601991808757,3.87,1,None
1601991808776,3.6,1,None
1601991808796,3.36,1,None
1601991808817,3.15,1,None
1601991808837,3,1,None
1601991808856,2.82,1,None
1601991808876,2.7,1,None
1601991808896,2.57,1,None
1601991808917,2.46,1,None
1601991808937,2.31,1,None
1601991808956,2.21,1,None
1601991808976,2.13,1,None
1601991808996,2.04,1,None
1601991809016,1.95,1,None
1601991809036,1.89,1,None
1601991809056,1.86,1,None
1601991809076,1.8,1,None
1601991809096,1.74,1,None
1601991809116,1.71,1,None
1601991809136,1.63,1,None
1601991809156,1.6,1,None
1601991809176,1.6,1,None
1601991809196,1.6,1,None
1601991809217,1.58,1,None
1601991809237,1.58,1,None
1601991809256,1.58,1,None
1601991809276,1.52,1,None
1601991809296,1.52,1,None
1601991809316,1.49,1,None
1601991809337,1.46,1,None
1601991809356,1.41,1,None
1601991809376,1.41,1,None
1601991809397,1.44,1,None
1601991809416,1.5,1,None
1601991809437,1.67,1,None
1601991809456,1.94,1,None
1601991809476,2.32,1,None
1601991809496,2.86,1,None
1601991809516,3.51,1,None
1601991809536,4.28,1,None
1601991809558,5.24,1,None
1601991809578,6.23,1,None
1601991809598,7.26,1,None
1601991809618,8.53,1,None
1601991809639,9.93,1,None
1601991809658,11.34,1,None
1601991809678,12.72,1,None
1601991809698,14.06,1,None
1601991809719,15.33,1,None
1601991809739,16.7,1,None
1601991809758,18.24,1,None
1601991809778,19.51,1,None
1601991809798,20.72,1,None
1601991809819,21.72,1,None
1601991809839,22.52,1,None
1601991809858,23.32,1,None
1601991809878,24.14,1,None
1601991809898,24.77,1,None
1601991809918,25.38,1,None
1601991809938,25.93,1,None
1601991809958,26.36,1,None
1601991809978,26.78,1,None
1601991809998,27.12,1,None
1601991810018,27.4,1,None
1601991810038,27.55,1,None
1601991810058,27.76,1,None
1601991810079,28.03,1,None
1601991810098,28.17,1,None
1601991810119,28.24,1,None
1601991810138,28.38,1,None
1601991810158,28.45,1,None
1601991810178,28.59,1,None
1601991810198,28.78,1,None
1601991810219,28.9,1,None
1601991810238,29.03,1,None
1601991810258,29.15,1,None
1601991810278,29.27,1,None
1601991810298,29.34,1,None
1601991810318,29.41,1,None
1601991810338,29.53,1,None
1601991810362,29.6,1,None
1601991810378,29.67,1,None
1601991810398,29.74,1,None
1601991810418,29.81,1,None
1601991810438,29.88,1,None
1601991810458,29.84,1,None
1601991810478,29.98,1,None
1601991810498,29.98,1,None
1601991810519,30,1,None
1601991810538,30.07,1,None
1601991810558,30.14,1,None
1601991810579,30.15,1,None
1601991810598,30.15,1,None
1601991810619,30.15,1,None
